Book Code,Title,Category,Price,Pages
BU3466,Shiloh,Children's literature,9546.62,1181
BU3467,We All Fall Down,Thriller,1654.77,1075
TC3468,The Glass Lake,Fiction,1163.10,9595
MC3469,Sharpe's Regiment,Historical novel,8659.03,403
BU3470,The Voyages of Doctor Dolittle,Children's literature,6125.00,8268
MC3471,Among the Hidden,Science Fiction,4834.85,10338
PS3472,Moon Tiger,Fiction,1026.71,783
MC3473,Snow Falling on Cedars,Fiction,2209.18,9130
MC3474,Rocket Boys,Memoir,3968.00,4453
PC3475,A Pale View of Hills,Fiction,9304.49,2583
PS3476,Doctor Dolittle's Garden,Children's literature,5758.50,285
PC3477,Doctor Dolittle in the Moon,Children's literature,6640.35,5239
PC3478,The Beautiful and Damned,Fiction,4862.95,455
PC3479,Better Than Life,Science Fiction,5147.25,1903
PC3480,Earthsearch II,Science Fiction,3844.36,1296
PS3481,Dragon's Eye: A Chinese Noir,Crime Fiction,8646.49,8123
BU3482,Exiles,Drama,1415.88,11079
BU3483,Nobody's Buddy,Children's literature,5820.43,1562
PC3484,The Well of Loneliness,Novel,6342.66,5085
MC3485,The Heaven Sword and Dragon Sabre,Wuxia,6768.56,3021
TC3486,Dead Man's Folly,Crime Fiction,3856.25,2014
MC3487,Doctor Dolittle's Return,Children's literature,7437.17,8183
PS3488,Arrows of the Queen,Speculative fiction,6042.71,8120
MC3489,The Oaken Throne,Historical fiction,1225.72,8599
PS3490,High Rhulain,Speculative fiction,6755.82,8406
BU3491,The Longest Journey,Autobiographical novel,9046.67,4287
BU3492,The Drowning Pool,Crime Fiction,9956.16,3296
BU3493,The Company of Women,Novel,2590.07,504
PC3494,Homeward Bound,Alternate history,2532.58,11644
PS3495,Hunters of Dune,Science Fiction,5870.55,9069
PS3496,Sandworms of Dune,Science Fiction,7133.92,6719
PS3497,Personal Recollections of Joan of Arc,Fantasy,7491.06,4951
PC3498,Mission of Gravity,Hard science fiction,4134.72,7276
BU3499,Blue City,Thriller,4071.43,4945
MC3500,"Exit, Voice, and Loyalty",Business,4617.34,466
PS3501,The Insulted and Humiliated,Novel,413.93,3366
PC3502,The Terminal Experiment,Science Fiction,3771.68,2756
PS3503,Rhapsody: Child of Blood,Speculative fiction,3968.79,596
BU3504,Arrow's Flight,Speculative fiction,8892.99,1947
PC3505,Mario and the Magician,Fiction,7538.49,5402
MC3506,Blood and Gold,Speculative fiction,3382.43,10397
PC3507,Fads and Fallacies in the Name of Science,Non-fiction,7140.57,10774
PC3508,Trouble Follows Me,Thriller,289.09,472
BU3509,The Lonely Doll,Children's literature,5757.09,726
PS3510,The Autobiography of Benjamin Franklin,Autobiography,2059.53,10357
BU3511,"Cry, The Beloved Country",Children's literature,9494.44,9723
PC3512,Kallocain,Science Fiction,5647.67,11440
BU3513,The War of the Flowers,Speculative fiction,4850.79,5273
PS3514,The Snow Queen,Science Fiction,8013.29,10417
PS3515,Cakes and Ale,Fiction,8735.01,7222
MC3516,The Trumpet of the Swan,Speculative fiction,5588.60,6514
BU3517,Invitation to the Game,Science Fiction,5732.00,4525
TC3518,The Source of Magic,Science Fiction,558.34,4226
BU3519,Castle Roogna,Science Fiction,3174.94,4270
PS3520,Night Mare,Science Fiction,342.97,2501
PS3521,Question Quest,Children's literature,9439.52,5602
BU3522,The Color of Her Panties,Speculative fiction,7447.29,9068
MC3523,Yon Ill Wind,Children's literature,4115.12,1311
PC3524,Zombie Lover,Fantasy,8157.22,6847
BU3525,Atonement,Mystery,3897.66,9518
TC3526,The Way Some People Die,Crime Fiction,3318.45,11357
PS3527,The Tower Treasure,Children's literature,5910.54,11830
MC3528,The Owl and the Pussycat,Music,5087.33,11335
TC3529,Foreign Affairs,Children's literature,8210.73,10823
BU3530,Rabbit At Rest,Fiction,2557.85,1537
TC3531,Rabbit Is Rich,Children's literature,9919.54,11733
PS3532,House Made of Dawn,Historical fiction,7620.96,9074
PS3533,Storm Boy,Children's literature,1445.36,11014
PC3534,The Scions of Shannara,Children's literature,4778.98,9456
TC3535,A Maggot,Speculative fiction,1376.63,1512
TC3536,Bag of Bones,Horror,9320.84,8336
PS3537,The Colorado Kid,Crime Fiction,8742.18,4120
BU3538,Bring the Jubilee,Alternate history,4120.43,6135
BU3539,Divine Right's Trip,Fantasy,3807.81,6205
BU3540,Stray,Speculative fiction,2758.86,10978
TC3541,London Fields,Black comedy,6226.95,708
PC3542,The Bride of Lammermoor,Historical novel,9253.55,10616
PS3543,Ourika,Novel,6850.38,377
PS3544,The Call of Earth,Science Fiction,1833.27,886
PS3545,The Talisman,Fiction,3970.87,4814
TC3546,The Good Apprentice,Fiction,6230.06,672
MC3547,The Ring of Charon,Science Fiction,5855.54,7175
PC3548,Faith of the Fallen,Science Fiction,8371.31,4908
PC3549,The Three Roads,Thriller,7966.64,11489
MC3550,Incompetence,Science Fiction,7992.47,11749
BU3551,The Man in the Brown Suit,Crime Fiction,5747.30,11726
TC3552,The Village of Stepanchikovo,Novel,405.81,8212
BU3553,Something Rotten,Science Fiction,9712.95,5205
PS3554,A Thousand Acres,Children's literature,9177.24,10671
TC3555,Redburn,Fiction,5787.42,5785
PS3556,Ham on Rye,Autobiographical novel,8701.72,9965
BU3557,Prisoners of Power,Science Fiction,2569.50,10595
PS3558,The Posthumous Memoirs of Bras Cubas,Novel,6051.80,1127
BU3559,Drowned Ammet,High fantasy,6124.21,1335
BU3560,"Danny, the Champion of the World",Speculative fiction,7692.09,5335
PC3561,The Violent Bear It Away,Fiction,5577.58,2289
TC3562,Silverthorn,Science Fiction,1398.88,5565
TC3563,A Darkness at Sethanon,Speculative fiction,2657.55,5636
PS3564,A Happy Death,Existentialism,5083.29,6523
BU3565,The Disciples,Spy fiction,3863.88,8639
MC3566,It Happened to Nancy: By an Anonymous Teenager,Young adult literature,6614.33,1926
BU3567,The Island of the Day Before,Novel,3396.46,7865
TC3568,The Slaves of the Mastery,Children's literature,7447.78,4645
PS3569,Firesong,Children's literature,530.88,2520
PS3570,Dying Inside,Science Fiction,8114.19,2004
BU3571,Salammbô,Speculative fiction,491.15,10001
MC3572,Down by the River Where the Dead Men Go,Crime Fiction,9354.41,9556
BU3573,The Great War: American Front,Alternate history,447.64,7005
PS3574,The Devil Wears Prada,Chick lit,8100.55,1116
PC3575,Paris in the 20th Century,Science Fiction,8064.16,3206
MC3576,Ein deutsches Requiem,Short story,3068.27,4467
PC3577,Breathing Lessons,Children's literature,3921.42,10659
PC3578,Perfect Circle,Science Fiction,3537.15,1120
TC3579,Marianne Dreams,Speculative fiction,6198.64,1409
PC3580,Kushiel's Dart,Speculative fiction,554.28,10716
MC3581,The Antiquary,Historical novel,8704.83,9699
BU3582,The Gun Seller,Thriller,8258.27,2125
BU3583,The Eagle of the Ninth,Speculative fiction,8010.89,11330
MC3584,The Lantern Bearers,Speculative fiction,8806.29,9926
PC3585,American Empire: Blood and Iron,Alternate history,2724.11,5436
PC3586,Dirty White Boys,Thriller,9435.74,7639
MC3587,The Far Arena,Science Fiction,3596.42,3228
TC3588,The Seven Storey Mountain,Autobiography,2064.93,11833
BU3589,"England, Their England",Satire,666.35,9302
PC3590,Bloom,Science Fiction,3662.47,6636
MC3591,The Haunting of Hill House,Gothic fiction,5359.77,8233
BU3592,Man's Fate,Novel,3525.66,2988
BU3593,Bellarion the Fortunate,Historical romance,4955.69,1703
MC3594,The Curse of Chalion,Speculative fiction,7344.93,8335
MC3595,Journey Into Fear,Mystery,7672.77,7273
BU3596,The Inner Circle,Speculative fiction,4341.68,3037
MC3597,The Garden of God,Romance novel,2988.43,7330
PS3598,The Woods Out Back,Speculative fiction,4496.20,11674
TC3599,The Blue Lagoon,Romance novel,5765.98,4293
PC3600,Basket Case,Crime Fiction,1198.99,6276
MC3601,Specter of the Past,Science Fiction,1687.22,809
PS3602,Vision of the Future,Science Fiction,9056.59,10561
TC3603,The File on H,Fiction,5206.68,253
TC3604,Bloodsucking Fiends,Speculative fiction,7600.53,669
MC3605,Tietam Brown,Fiction,6099.52,7193
PC3606,Donovan's Brain,Science Fiction,2348.68,5169
PC3607,Death of a Red Heroine,Mystery,2641.40,1282
PS3608,The Gremlins,Children's literature,4344.80,10565
PS3609,Pastwatch: The Redemption of Christopher Columbus,Alternate history,7437.98,8897
TC3610,The Weight of Water,Historical fiction,7324.42,1505
BU3611,Flaubert's Parrot,Speculative fiction,6836.74,6737
TC3612,Lucky,Autobiography,6953.82,9516
PC3613,Zorba the Greek,Fiction,6025.90,3175
PC3614,Merrick,Speculative fiction,4231.09,6976
BU3615,Our Gang,Fiction,4792.16,401
TC3616,The World Is Flat,Fiction,8626.32,224
MC3617,Disclosure,Crime Fiction,8707.50,2205
MC3618,Guy Mannering,Speculative fiction,9510.38,2932
PS3619,Thomas,Science Fiction,4771.01,302
MC3620,Fleabee's Fortune,Speculative fiction,2124.77,657
PC3621,The Dark Portal,Children's literature,396.61,9028
MC3622,The Crystal Prison,Children's literature,7386.34,2885
BU3623,The Final Reckoning,Children's literature,2487.26,10980
PS3624,"Inside, Outside",Fiction,9502.62,11929
BU3625,Filth,Crime Fiction,6630.93,5614
MC3626,Scarlett,Travel,7013.33,9310
PC3627,The Boy Who Lost His Face,Children's literature,8444.19,3365
PS3628,The Steadfast Tin Soldier,Children's literature,7877.18,9840
PC3629,The Little Drummer Girl,Spy fiction,2277.23,10257
TC3630,Jedi Search,Science Fiction,4220.80,7525
PC3631,A Sentimental Journey Through France and Italy,Travel,6715.90,9314
PC3632,Dark Apprentice,Science Fiction,9078.23,1951
BU3633,Dragon Rider,Speculative fiction,6122.89,6323
MC3634,Molly Moon's Incredible Book of Hypnotism,Speculative fiction,955.46,2203
TC3635,The Deptford Mice Almanack,Fantasy,4697.24,4215
PS3636,The White Company,Historical novel,3187.51,9612
BU3637,The Ties That Bind,Science Fiction,9259.33,11750
TC3638,Warcraft: Lord of the Clans,Fantasy,3043.47,9919
TC3639,Warcraft: Day of the Dragon,Speculative fiction,4080.14,6786
TC3640,The Story of the Amulet,Children's literature,551.07,2695
MC3641,Zaynab,Novel,5274.49,341
BU3642,The Little Sister,Mystery,8352.33,4022
PC3643,Parineeta,Novella,7123.83,5895
BU3644,The Time Traveler's Wife,Science Fiction,2581.40,10416
TC3645,Raise the Titanic,Techno-thriller,1558.00,8541
PS3646,Sylvie and Bruno,Children's literature,3851.89,827
PS3647,A Bright Shining Lie: John Paul Vann and America in Vietnam,History,9403.91,9363
MC3648,Tom's Midnight Garden,Speculative fiction,8861.75,11722
BU3649,Plum Bun,Fiction,9083.40,1610
PS3650,A Stone for Danny Fisher,Novel,8063.94,219
PS3651,Old Mortality,Historical novel,356.55,10084
TC3652,Superfudge,Children's literature,8727.49,1670
MC3653,Tales of a Fourth Grade Nothing,Children's literature,6406.35,931
TC3654,The Lost Symbol,Thriller,9162.61,7624
BU3655,The Boy Who Kicked Pigs,Novel,7810.24,11047
BU3656,The Color of Water: A Black Man's Tribute to His White Mother,Non-fiction,4538.40,3077
BU3657,Time's Eye,Science Fiction,2988.03,891
PS3658,The Enormous Crocodile,Picture book,4754.23,2344
PC3659,De Magnete,Non-fiction,9453.52,10986
MC3660,À rebours,Novel,1362.64,7512
MC3661,"Soldier, Ask Not",Science Fiction,6140.84,11633
BU3662,"Oh, the Places You'll Go!",Children's literature,2399.30,8724
PS3663,Gridlock,Fiction,6628.66,3266
TC3664,The Murder at the Vicarage,Crime Fiction,7676.33,10330
BU3665,Sanatorium Under the Sign of the Hourglass,Speculative fiction,5536.22,5074
TC3666,A Legend of Montrose,Historical novel,2050.97,4721
TC3667,The Reader,Fiction,9707.95,8714
MC3668,Marching Through Georgia,Science Fiction,9752.00,1170
PS3669,Outbreak,Speculative fiction,8060.05,11053
BU3670,Sad Cypress,Crime Fiction,2308.67,8684
BU3671,Animal Dreams,Fiction,8200.85,3051
BU3672,The Truth About Forever,Young adult literature,9627.04,477
PS3673,Complicity,Novel,928.71,4384
PC3674,The Secret of the Old Mill,Children's literature,7140.10,4649
TC3675,The Secret Panel,Mystery,5697.71,7060
BU3676,Josephine Mutzenbacher,Erotica,465.26,9676
PS3677,The Phantom Freighter,Mystery,8363.17,3613
PS3678,The Secret of Skull Mountain,Mystery,6167.65,11703
PS3679,The Sign of the Crooked Arrow,Children's literature,2149.80,5873
PS3680,The Secret of the Lost Tunnel,Mystery,6448.62,2131
TC3681,The Wailing Siren Mystery,Mystery,6698.05,7195
MC3682,The Secret of Wildcat Swamp,Mystery,4358.60,7086
PC3683,The Crisscross Shadow,Mystery,7611.39,215
PS3684,The Yellow Feather Mystery,Mystery,6199.87,5794
MC3685,The Hooded Hawk Mystery,Mystery,1131.39,686
PS3686,The Clue in the Embers,Mystery,9829.35,5635
BU3687,The Secret of Pirate's Hill,Mystery,9599.63,10456
TC3688,The Mystery at Devil's Paw,Mystery,1931.67,6095
MC3689,The Mystery of the Chinese Junk,Mystery,1144.73,9705
BU3690,Mystery of the Desert Giant,Mystery,4422.09,3874
BU3691,The Clue of the Screeching Owl,Mystery,8800.44,5870
TC3692,The Viking Symbol Mystery,Mystery,4576.74,8314
PS3693,The Mystery of the Aztec Warrior,Mystery,7719.42,10757
TC3694,The Haunted Fort,Mystery,6743.51,2946
PS3695,The Mystery of the Spiral Bridge,Mystery,3629.41,7105
BU3696,The Secret Agent on Flight 101,Mystery,5692.29,4385
TC3697,The Arctic Patrol Mystery,Children's literature,9205.82,7019
MC3698,The Bombay Boomerang,Mystery,4447.40,5078
PS3699,Danger on Vampire Trail,Mystery,8958.08,3822
PS3700,The Masked Monkey,Mystery,4748.22,9987
MC3701,The Shattered Helmet,Mystery,7639.51,10230
PS3702,The Clue of the Hissing Serpent,Mystery,1223.52,1161
PS3703,The Mysterious Caravan,Mystery,8484.13,7673
PS3704,The Witchmaster's Key,Mystery,2520.46,7501
PS3705,The Jungle Pyramid,Mystery,1194.40,2601
PC3706,The Firebird Rocket,Mystery,2783.38,8127
MC3707,The Sting of the Scorpion,Mystery,4797.72,6604
PS3708,Princess Daisy,Fiction,3220.79,1770
PC3709,The Book of Illusions,Fiction,4375.78,9390
BU3710,Cart and Cwidder,Children's literature,8930.78,5718
TC3711,Champions of the Force,Science Fiction,5486.57,10209
MC3712,Pied Piper,Fiction,6213.75,4804
TC3713,The Comedians,Speculative fiction,1775.14,3939
BU3714,The Citadel,Fiction,8488.59,1177
PC3715,Fantastic Mr. Fox,Speculative fiction,9725.32,9827
TC3716,Twelve,Speculative fiction,9300.53,4687
BU3717,Streets of Laredo,Western,7090.73,6064
PS3718,Dead Man's Walk,Western,7533.34,6732
MC3719,A Ring of Endless Light,Children's literature,4036.96,10323
MC3720,Elephants Can Remember,Crime Fiction,7854.84,5009
TC3721,The Heart of Midlothian,Historical novel,9441.95,666
MC3722,The Birthday Boys,Historical novel,3670.47,1892
PS3723,The Fifth Sacred Thing,Science Fiction,1490.96,4791
TC3724,The Gate to Women's Country,Science Fiction,1405.69,3584
MC3725,The Price of Salt,Novel,5754.97,1900
PC3726,My Father's Glory,Autobiographical novel,2990.44,9232
PC3727,Sunstorm,Science Fiction,1875.23,1910
PC3728,Elmer and the Dragon,Speculative fiction,1988.72,7516
PS3729,Phantom,Science Fiction,9276.00,1542
BU3730,The Arm of the Starfish,Science Fiction,3647.05,7133
PS3731,Redgauntlet,Historical novel,5207.71,7522
PS3732,The Dragons of Blueland,Children's literature,1791.23,1269
PS3733,Mao: The Unknown Story,Biography,4435.32,11930
PC3734,To Dance with the White Dog,Fiction,6344.32,8606
BU3735,The Time Wanderers,Science Fiction,9175.75,9568
BU3736,The Redundancy of Courage,Fiction,2192.42,7487
PS3737,Fear on Wheels,Mystery,7555.18,8686
MC3738,The Black Cloud,Science Fiction,8343.03,479
BU3739,The Sailor Who Fell from Grace with the Sea,Psychology,9840.39,9136
BU3740,Sex and the Single Girl,Psychology,3929.29,2784
PC3741,Aliens Ate My Homework,Science Fiction,8154.65,11615
PS3742,A Loyal Character Dancer,Mystery,7265.77,4205
BU3743,The Minpins,Children's literature,6818.81,2651
TC3744,The First Sex,History,9655.61,6788
BU3745,Voyage,Alternate history,2355.09,1589
TC3746,Rebecca's Tale,Mystery,1736.36,2139
PS3747,Rascal,Biography,3320.01,4173
PS3748,The White Feather,Children's literature,9217.60,3383
MC3749,Poor Things,Speculative fiction,6147.14,6157
MC3750,Space,Fiction,2039.09,6482
PS3751,A History Maker,Speculative fiction,8951.16,6493
PC3752,The First Chronicles of Druss the Legend,Speculative fiction,1637.06,4534
BU3753,Porterhouse Blue,Comic novel,4881.66,2096
MC3754,Little Altars Everywhere,Anthology,6462.94,6986
PS3755,O Ateneu,Novel,5017.46,2506
TC3756,Debt of Bones,Speculative fiction,1548.85,10051
BU3757,Divine Secrets of the Ya-Ya Sisterhood,Novel,1324.64,561
MC3758,The Blessing Way,Fiction,8206.16,8944
PS3759,The Magical Monarch of Mo,Fantasy,4263.66,2198
PS3760,After Virtue,Philosophy,4992.87,1129
BU3761,The Fourth Hand,Fiction,5957.82,2351
PS3762,Fire and Hemlock,Children's literature,8114.57,6082
PS3763,My Education: A Book of Dreams,Novel,2734.56,554
MC3764,Bliss,Fiction,6583.41,5124
TC3765,Fletch Won,Crime Fiction,4752.32,4170
PC3766,How It Is,Fiction,294.07,8584
PS3767,Searching for David's Heart,Young adult literature,1245.37,9200
TC3768,Hammerhead Ranch Motel,Crime Fiction,415.30,9243
PS3769,Cadillac Beach,Crime Fiction,9196.42,11707
PS3770,Torpedo Juice,Crime Fiction,4061.33,3689
BU3771,Man Plus,Science Fiction,9578.33,2232
TC3772,House of Incest,Novel,8759.44,7809
PC3773,The Deep Blue Good-by,Crime Fiction,405.86,541
TC3774,Dragon and Phoenix,Speculative fiction,8301.03,1349
PS3775,The War in the Air,Science Fiction,6173.56,7810
PS3776,Indiana Jones and the Philosopher's Stone,Fantasy,9635.01,3645
PS3777,The Perks of Being a Wallflower,Epistolary novel,376.37,11324
MC3778,The Bottle Imp,Fiction,7260.12,2543
PS3779,Fire on the Mountain,Western,2341.62,11638
BU3780,As Seen on TV,Satire,5500.80,9343
BU3781,Jonathan Troy,Western,6214.60,11659
MC3782,The Brave Cowboy,Western fiction,656.51,1374
MC3783,The Big Over Easy,Fiction,3972.29,2587
PC3784,The Zahir,Fiction,468.73,2792
PS3785,In the Woods,Mystery,4416.22,8459
BU3786,Still Life with Woodpecker,Speculative fiction,7314.76,5891
PC3787,Hinds' Feet on High Places,Novel,6953.12,4482
MC3788,The g  Factor: The Science of Mental Ability,Non-fiction,6944.49,6042
PC3789,Anna of Byzantium,Historical novel,811.95,4351
MC3790,The Sittaford Mystery,Crime Fiction,386.28,5971
PC3791,Harlot's Ghost,Fiction,714.88,1214
PC3792,31 Songs,Non-fiction,8766.88,7862
PC3793,The Chancellor Manuscript,Thriller,2403.75,10219
BU3794,Spaceland,Science Fiction,3473.58,6396
TC3795,Saturn Rukh,Science Fiction,615.80,3420
PS3796,Alice Through the Needle's Eye,Speculative fiction,270.22,1470
PC3797,O Jerusalem,History,2536.52,3212
PS3798,Eater,Science Fiction,3983.09,11879
PS3799,Lord of the Nutcracker Men,Children's literature,8031.38,11066
TC3800,Henry and June,Memoir,2731.47,5621
PC3801,The Thief and the Dogs,Novel,3086.63,7917
BU3802,Reliquary,Thriller,8975.47,329
PS3803,The Riddle-Master of Hed,Speculative fiction,414.54,6140
PC3804,The Dain Curse,Crime Fiction,7786.85,6623
MC3805,Red Prophet,Science Fiction,5970.16,9505
BU3806,Mr Pye,Speculative fiction,5806.81,7242
PC3807,Fierce Invalids Home from Hot Climates,Novel,7498.68,8820
PC3808,Appointment with Death,Crime Fiction,8349.63,11056
BU3809,A Dance with Dragons,Speculative fiction,5821.77,10572
TC3810,Pyongyang,Memoir,1828.09,8301
PC3811,Firefox Down,Fiction,1768.95,5342
PS3812,Heartbeat,Children's literature,4241.40,10264
BU3813,The Footprints of God,Thriller,7698.78,4370
PS3814,Mindstar Rising,Science Fiction,646.50,6171
MC3815,Blood Fever,Spy fiction,8591.53,235
PS3816,The Riddle of the Sands,Spy fiction,9979.91,7567
PS3817,The Italian Girl,Fiction,340.72,5753
PC3818,Set This House on Fire,Speculative fiction,8799.41,5466
TC3819,Nothing But the Truth,Young adult literature,9279.46,1156
BU3820,Titus Groan,Gothic fiction,2451.45,4202
MC3821,Zodiac,Non-fiction,5023.50,5390
BU3822,The Deep End of the Ocean,Fiction,1110.39,9969
PS3823,Ralph S. Mouse,Children's literature,2563.65,11759
TC3824,Lasher,Science Fiction,3330.43,9716
MC3825,America Is in the Heart,Autobiography,5256.31,2044
MC3826,American Empire: The Center Cannot Hold,Alternate history,7745.53,10929
MC3827,A Star Called Henry,Fiction,1319.28,11399
BU3828,The Secret Life of Bees,Fiction,9988.34,3664
PS3829,The Temple of the Golden Pavilion,Fiction,6626.29,1678
BU3830,Accelerando,Science Fiction,7355.85,5762
PS3831,The Third Eye,Autobiography,2323.13,11655
PC3832,Nylon Angel,Science Fiction,3993.57,8044
PC3833,Nineteen Eighty-Five,Dystopia,3398.65,2813
BU3834,The Butcher Boy,Speculative fiction,1052.38,11167
PC3835,Breakfast on Pluto,Fiction,1634.67,8963
TC3836,Three Act Tragedy,Crime Fiction,6020.31,9594
BU3837,Why Didn't They Ask Evans?,Crime Fiction,8498.54,7803
PC3838,Murder in Mesopotamia,Crime Fiction,5712.37,5201
BU3839,Dumb Witness,Crime Fiction,3113.98,9839
BU3840,Hercule Poirot's Christmas,Crime Fiction,9168.53,8349
PC3841,Kabumpo in Oz,Children's literature,2159.51,3009
PC3842,Camelot 30K,Science Fiction,3538.53,11050
PS3843,The Woman Who Walked Into Doors,Fiction,917.40,11581
TC3844,Running with Scissors,Autobiography,1492.58,10188
TC3845,Thidwick the Big-Hearted Moose,Children's literature,8885.74,10669
PS3846,"At Swim, Two Boys",Fiction,8715.10,10862
BU3847,Annie on My Mind,Children's literature,9884.87,9228
PC3848,Self,Fiction,8750.48,7981
BU3849,The Master,Fiction,2636.00,5003
PS3850,Guy Domville,Play,9251.48,6481
MC3851,A Long Way Down,Fiction,8892.58,9634
PC3852,Murder is Easy,Crime Fiction,621.42,6370
PC3853,The Body in the Library,Crime Fiction,4933.14,7371
PC3854,Towards Zero,Crime Fiction,9913.03,7568
PC3855,Sparkling Cyanide,Crime Fiction,278.30,7421
BU3856,Parker Pyne Investigates,Crime Fiction,5191.90,1425
PS3857,The Heather Blazing,Novel,2333.06,1026
PC3858,The Rising,Speculative fiction,8746.78,853
PS3859,A Walk on the Wild Side,Novel,935.32,7227
PS3860,The Hot Kid,Thriller,7668.42,9596
PS3861,Death of a Train,Crime Fiction,1882.25,7960
MC3862,Harry Potter and the Half-Blood Prince,Fantasy,299.76,4577
PC3863,Servant of the Bones,Children's literature,1540.87,3576
MC3864,Kushiel's Chosen,Speculative fiction,5202.05,10505
MC3865,Kushiel's Avatar,Speculative fiction,5717.65,6141
BU3866,Vittorio the Vampire,Speculative fiction,7052.00,1072
BU3867,The Sandcastle,Fiction,8860.15,7943
MC3868,Trustee from the Toolroom,Fiction,9266.57,8771
PC3869,The Blue Castle,Romance novel,6040.20,11960
PS3870,The Enchanted Wood,Fantasy,5030.86,2738
TC3871,Eye of Cat,Science Fiction,6711.60,9142
TC3872,Doorways in the Sand,Mystery,8408.86,11771
PS3873,Arrow's Fall,Speculative fiction,8580.42,10522
PS3874,Becoming Madame Mao,Historical novel,3185.96,582
PS3875,The Gruffalo,Children's literature,648.75,372
PC3876,The Vampire's Assistant,Young adult literature,7530.30,10394
PS3877,Revolutionary Road,Fiction,8039.36,4253
MC3878,Ring,Speculative fiction,3605.98,4829
TC3879,The Covenant,Speculative fiction,758.66,9852
PC3880,Killshot,Thriller,5963.12,4122
MC3881,Death Comes as the End,Crime Fiction,4404.92,10796
BU3882,Taken at the Flood,Crime Fiction,4246.28,10231
PC3883,A Murder is Announced,Cozy,705.55,2201
PS3884,They Came to Baghdad,Crime Fiction,2016.78,9774
TC3885,Mrs McGinty's Dead,Crime Fiction,946.40,6808
PC3886,They Do It with Mirrors,Crime Fiction,4243.93,11614
PS3887,A Pocket Full of Rye,Crime Fiction,9264.51,7504
BU3888,Hickory Dickory Dock,Crime Fiction,9895.18,10023
PS3889,Destination Unknown,Crime Fiction,7496.78,9319
PS3890,4.50 From Paddington,Cozy,4048.69,10598
TC3891,Platform,Fiction,6095.22,347
PS3892,The Awkward Age,Fiction,2669.99,1672
MC3893,Flowers in the Attic,Gothic fiction,7498.92,11155
TC3894,The Matchlock Gun,Children's literature,6473.73,9338
PC3895,"The 35th of May, or Conrad's Ride to the South Seas",Children's literature,7466.41,7461
PC3896,The Female American,Robinsonade,5784.95,11839
PS3897,The Martian Child: A Novel About A Single Father Adopting A Son,Science Fiction,7582.01,8758
PS3898,China Mountain Zhang,Science Fiction,4244.99,6182
PC3899,Cyteen,Future history,3824.09,5546
MC3900,The West End Horror,Mystery,9011.94,11598
PC3901,The Persian Boy,Fiction,1628.73,8656
BU3902,Come Sweet Death,Novel,8274.54,1527
PC3903,Ordeal by Innocence,Crime Fiction,4858.68,545
PS3904,Cat Among the Pigeons,Crime Fiction,759.13,5531
PS3905,The Pale Horse,Crime Fiction,1964.93,9422
MC3906,The Clocks,Crime Fiction,6277.20,6817
PS3907,A Caribbean Mystery,Crime Fiction,2935.08,11173
MC3908,Third Girl,Crime Fiction,8731.06,10866
PC3909,Endless Night,Crime Fiction,7637.91,9320
MC3910,Passenger to Frankfurt,Mystery,5259.22,11985
PC3911,Postern of Fate,Crime Fiction,7089.18,3141
MC3912,Exultant,Science Fiction,1782.42,7851
MC3913,The Boat of a Million Years,Science Fiction,689.81,3382
PC3914,Galaxy of Fear: Ghost of the Jedi,Science Fiction,4647.24,1010
PC3915,Headhunter,Speculative fiction,8683.13,3502
MC3916,The Cookie Monster,Hard science fiction,994.23,2759
MC3917,By the Pricking of My Thumbs,Crime Fiction,6588.37,7647
PC3918,Tom Clancy's Splinter Cell: Operation Barracuda,Spy fiction,6488.72,7542
PS3919,In The Garden of Iden,Science Fiction,6899.76,4473
MC3920,The King Beyond the Gate,Science Fiction,1153.25,8641
PS3921,The Conversations At Curlow Creek,Novel,5971.65,8749
PC3922,Sweet Women Lie,Crime Fiction,3740.05,11292
PC3923,Angel Eyes,Crime Fiction,4801.87,1939
PS3924,The Icarus Agenda,Thriller,2010.26,9813
PC3925,Felidae,Crime Fiction,1520.74,4110
TC3926,Lords of the Starship,Science Fiction,4580.68,6894
BU3927,Youth in Revolt,Epistolary novel,8635.74,8316
MC3928,The Mouse and the Motorcycle,Children's literature,1783.13,8747
MC3929,Kangaroo Notebook,Science Fiction,5662.90,6555
PS3930,The Face of Another,Speculative fiction,8643.86,4418
BU3931,Inter Ice Age 4,Science Fiction,322.53,11594
TC3932,The King of the Golden River,Science Fiction,3801.71,4747
PS3933,003½: The Adventures of James Bond Junior,Spy fiction,4973.99,2737
PS3934,Kalki,Speculative fiction,7830.10,7431
TC3935,Ilse Witch,Science Fiction,4520.82,7309
TC3936,The Bear that Wasn't,Children's literature,6402.21,5455
PS3937,Antrax,Speculative fiction,5315.81,5120
PS3938,Morgawr,Science Fiction,7633.65,10535
MC3939,Weetzie Bat,Speculative fiction,9569.03,5221
TC3940,Oms en Série,Science Fiction,7416.60,11534
PC3941,North and South,Mystery,7569.00,6496
PC3942,I Am David,Children's literature,699.59,2375
PC3943,Cry to Heaven,Fantasy,9581.18,3991
BU3944,Today We Choose Faces,Science Fiction,8429.35,3285
BU3945,El Corazón de Piedra Verde,Historical novel,5723.34,4323
MC3946,Bellwether,Speculative fiction,787.21,3134
PC3947,The Buddha of Suburbia,Fiction,3402.72,4855
TC3948,Tribulations of a Chinaman in China,Fiction,6256.64,4411
